Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Reporting starts,Reporting ends
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.03 | Canonbury,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,1,3,3,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,25-34,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.09 | Dulwich,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,25-34,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.09 | Dulwich,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,18-24,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.08 | Archway,Hyperlocal Reel  |  Tradeswomen,45-54,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.04 | Clerkenwell,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.04 | Clerkenwell,Hyperlocal IG Story Design 2 |  Heating Engineer,25-34,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.08 | Archway,Hyperlocal Reel  |  Tradeswomen,55-64,male,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|backwomen,18-24,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,18-24,female,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-GAS|IFD-STOR-RL|IMG|beige_gas,65+,unknown,inactive,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.12 | Holloway,Hyperlocal IG Story Design 3 |  Plumber,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd1,55-64,female,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.01,,2024-02-09,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer,25-34,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,35-44,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2023-11-23,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.12 | Holloway,Hyperlocal IG Story Design 3 |  Plumber,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,55-64,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,35-44,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 2 |  Heating Engineer,25-34,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,45-54,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 2,25-34,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2023-11-23,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,55-64,unknown,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 1 |  Electrician,18-24,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,55-64,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative video 1,25-34,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2023-11-23,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,65+,unknown,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 1 |  Electrician,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,25-34,male,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-55|RTG|WebsiteVisitors&CRMList|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,35-44,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 2,45-54,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2023-11-23,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.10 | Dulwich Village,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,25-34,male,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|green_cta_bulb,55-64,unknown,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,55-64,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.02 | Highbury,Hyperlocal Reel  |  Tradeswomen,18-24,unknown,not_delivering,ad,1,3,3,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,55-64,unknown,inactive,ad,2,4,2,7-day click or 1-day view,,,0.01,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,35-44,unknown,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 08.00 | TH | Southwark (Reel),04.12 | London Bridge,Hyperlocal IG Story Design 1 |  Electrician,45-54,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-08,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,35-44,unknown,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad3_Single Image,45-54,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-02-09,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 1 |  Electrician,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad3_Single Image,18-24,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.01,,2024-02-09,Ongoing,2024-04-01,2025-04-08
MH* 08.00 | TH | Southwark (Reel),04.12 | London Bridge,Hyperlocal IG Story Design 1 |  Electrician,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-08,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.06 | Kings Cross,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,25-34,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,55-64,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,65+,male,inactive,ad,2,3,1.5,7-day click or 1-day view,,,0.01,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-55|RTG|WebsiteVisitors&CRMList|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,55-64,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 3 |  Plumber,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,55-64,unknown,inactive,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,GEN|IFD-STOR-RL|VID|introvideo,35-44,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2025-03-02,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,25-34,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.03 | Canonbury,Hyperlocal IG Story Design 3 |  Plumber,25-34,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|green_cta_bulb,25-34,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_July Ad1,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2023-11-23,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.01 | Angel,Hyperlocal Reel  |  Tradeswomen,25-34,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.10 | Dulwich Village,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 2 |  Heating Engineer,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,35-44,female,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,25-34,female,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,18-24,female,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-GAS|IFD-STOR-RL|IMG|beige_gas,18-24,unknown,inactive,ad,1,2,2,7-day click or 1-day view,,,0.01,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 2 |  Heating Engineer,25-34,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-GAS|IFD-STOR-RL|IMG|beige_gas,65+,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.06 | Camberwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.12 | Holloway,Hyperlocal Reel  |  Tradeswomen,25-34,unknown,not_delivering,ad,2,4,2,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 3 |  Plumber,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.06 | Camberwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,35-44,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 3 |  Plumber,25-34,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.01,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,55-64,unknown,inactive,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,55-64,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.01,,2024-03-19,Ongoing,2024-04-01,2025-04-08
